year,region,label,pathogen,specimen,antibiotic_label,antibiotic,TOT,AST,SUS,INT,RES,UNK,P_SUS,CI_SUS_lower,CI_SUS_upper,P_INT,CI_INT_lower,CI_INT_upper,P_RES,CI_RES_lower,CI_RES_upper,P_UNK,BatchID,AntibioticClass
2018,Egypt,EGY,E. coli,BLOOD,CRO,Ceftriaxone,107,47,1,0,46,60,2.13,0.11,11.11,0,0,7.56,97.87,88.89,99.89,56.07,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,BLOOD,CTX,Cefotaxime,107,58,5,0,53,49,8.62,3.74,18.64,0,0,6.21,91.38,81.36,96.26,45.79,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,BLOOD,ETP,Ertapenem,107,11,5,0,6,96,45.45,21.27,71.99,0,0,25.88,54.55,28.01,78.73,89.72,GLASS,Carbapenems
2018,Egypt,EGY,E. coli,BLOOD,FEP,Cefepime,107,66,10,2,54,41,15.15,8.44,25.69,3.03,0.83,10.39,81.82,70.85,89.28,38.32,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,BLOOD,IPM,Imipenem,107,79,49,6,24,28,62.03,51,71.93,7.59,3.53,15.6,30.38,21.34,41.23,26.17,GLASS,Carbapenems
2018,Egypt,EGY,E. coli,BLOOD,LVX,Levofloxacin,107,49,12,4,33,58,24.49,14.6,38.09,8.16,3.22,19.19,67.35,53.38,78.79,54.21,GLASS,Fluoroquinolones
2018,Egypt,EGY,E. coli,BLOOD,MEM,Meropenem,107,61,39,3,19,46,63.93,51.39,74.83,4.92,1.69,13.49,31.15,20.94,43.59,42.99,GLASS,Carbapenems
2018,Egypt,EGY,E. coli,URINE,AMP,Ampicillin,143,52,2,1,49,91,3.85,1.06,12.98,1.92,0.1,10.12,94.23,84.36,98.02,63.64,GLASS,Penicillins
2018,Egypt,EGY,E. coli,URINE,CAZ,Ceftazidime,143,82,6,2,74,61,7.32,3.4,15.06,2.44,0.67,8.46,90.24,81.91,94.97,42.66,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,URINE,CIP,Ciprofloxacin,143,79,13,1,65,64,16.46,9.88,26.15,1.27,0.06,6.83,82.28,72.42,89.14,44.76,GLASS,Fluoroquinolones
2018,Egypt,EGY,E. coli,URINE,COL,Colistin,143,30,27,1,2,113,90,74.38,96.54,3.33,0.17,16.67,6.67,1.85,21.32,79.02,GLASS,Polymyxins
2018,Egypt,EGY,E. coli,URINE,CRO,Ceftriaxone,143,62,4,1,57,81,6.45,2.54,15.45,1.61,0.08,8.59,91.94,82.47,96.51,56.64,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,URINE,CTX,Cefotaxime,143,89,7,0,82,54,7.87,3.86,15.36,0,0,4.14,92.13,84.64,96.14,37.76,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,URINE,ETP,Ertapenem,143,12,7,0,5,131,58.33,31.95,80.67,0,0,24.25,41.67,19.33,68.05,91.61,GLASS,Carbapenems
2018,Egypt,EGY,E. coli,URINE,FEP,Cefepime,143,93,10,1,82,50,10.75,5.95,18.67,1.08,0.06,5.84,88.17,80.05,93.27,34.97,GLASS,Cephalosporins
2018,Egypt,EGY,E. coli,URINE,IPM,Imipenem,143,103,64,11,28,40,62.14,52.49,70.91,10.68,6.07,18.12,27.18,19.53,36.48,27.97,GLASS,Carbapenems
2018,Egypt,EGY,E. coli,URINE,LVX,Levofloxacin,143,88,19,6,63,55,21.59,14.28,31.28,6.82,3.16,14.09,71.59,61.42,79.96,38.46,GLASS,Fluoroquinolones
2018,Egypt,EGY,E. coli,URINE,MEM,Meropenem,143,80,48,5,27,63,60,49.05,70.04,6.25,2.7,13.81,33.75,24.35,44.64,44.06,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,BLOOD,CAZ,Ceftazidime,517,344,12,0,332,173,3.49,2.01,6,0,0,1.1,96.51,94,97.99,33.46,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,BLOOD,CIP,Ciprofloxacin,517,349,84,30,235,168,24.07,19.88,28.82,8.6,6.09,12.01,67.34,62.25,72.04,32.5,GLASS,Fluoroquinolones
2018,Egypt,EGY,K. pneumoniae,BLOOD,CRO,Ceftriaxone,517,235,1,1,233,282,0.43,0.02,2.37,0.43,0.02,2.37,99.15,96.95,99.77,54.55,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,BLOOD,CTX,Cefotaxime,517,338,5,3,330,179,1.48,0.63,3.42,0.89,0.3,2.58,97.63,95.4,98.8,34.62,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,BLOOD,ETP,Ertapenem,517,109,20,3,86,408,18.35,12.2,26.65,2.75,0.94,7.78,78.9,70.32,85.51,78.92,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,BLOOD,FEP,Cefepime,517,361,20,13,328,156,5.54,3.61,8.4,3.6,2.12,6.06,90.86,87.44,93.42,30.17,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,BLOOD,IPM,Imipenem,517,356,131,19,206,161,36.8,31.95,41.92,5.34,3.44,8.18,57.87,52.68,62.88,31.14,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,BLOOD,LVX,Levofloxacin,517,273,97,24,152,244,35.53,30.09,41.37,8.79,5.98,12.75,55.68,49.75,61.45,47.2,GLASS,Fluoroquinolones
2018,Egypt,EGY,K. pneumoniae,BLOOD,MEM,Meropenem,517,315,77,32,206,202,24.44,20.03,29.48,10.16,7.29,13.99,65.4,59.99,70.44,39.07,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,URINE,CAZ,Ceftazidime,119,68,1,7,60,51,1.47,0.08,7.87,10.29,5.08,19.76,88.24,78.47,93.92,42.86,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,URINE,CIP,Ciprofloxacin,119,63,10,3,50,56,15.87,8.86,26.81,4.76,1.63,13.09,79.37,67.83,87.52,47.06,GLASS,Fluoroquinolones
2018,Egypt,EGY,K. pneumoniae,URINE,CRO,Ceftriaxone,119,66,2,0,64,53,3.03,0.83,10.39,0,0,5.5,96.97,89.61,99.17,44.54,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,URINE,CTX,Cefotaxime,119,77,3,2,72,42,3.9,1.33,10.84,2.6,0.72,8.98,93.51,85.68,97.19,35.29,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,URINE,ETP,Ertapenem,119,20,7,0,13,99,35,18.12,56.71,0,0,16.11,65,43.29,81.88,83.19,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,URINE,FEP,Cefepime,119,77,4,1,72,42,5.19,2.04,12.61,1.3,0.07,7,93.51,85.68,97.19,35.29,GLASS,Cephalosporins
2018,Egypt,EGY,K. pneumoniae,URINE,IPM,Imipenem,119,87,33,6,48,32,37.93,28.45,48.43,6.9,3.2,14.24,55.17,44.72,65.18,26.89,GLASS,Carbapenems
2018,Egypt,EGY,K. pneumoniae,URINE,LVX,Levofloxacin,119,72,21,2,49,47,29.17,19.94,40.51,2.78,0.77,9.57,68.06,56.61,77.67,39.5,GLASS,Fluoroquinolones
2018,Egypt,EGY,K. pneumoniae,URINE,MEM,Meropenem,119,73,34,3,36,46,46.58,35.59,57.9,4.11,1.41,11.4,49.32,38.17,60.53,38.66,GLASS,Carbapenems
2018,Egypt,EGY,S. aureus,BLOOD,OXA,Oxacillin,247,27,6,2,19,220,22.22,10.61,40.76,7.41,2.06,23.37,70.37,51.52,84.15,89.07,GLASS,Penicillins
2018,Ethiopia,ETH,Acinetobacter spp.,BLOOD,AMK,Amikacin,24,15,9,2,4,9,60,35.75,80.18,13.33,3.74,37.88,26.67,10.9,51.95,37.5,GLASS,Aminoglycosides
2018,Ethiopia,ETH,Acinetobacter spp.,BLOOD,GEN,Gentamicin,24,16,4,0,12,8,25,10.18,49.5,0,0,19.36,75,50.5,89.82,33.33,GLASS,Aminoglycosides
2018,Ethiopia,ETH,E. coli,BLOOD,CIP,Ciprofloxacin,15,14,3,0,11,1,21.43,7.57,47.59,0,0,21.53,78.57,52.41,92.43,6.67,GLASS,Fluoroquinolones
2018,Ethiopia,ETH,E. coli,BLOOD,CRO,Ceftriaxone,15,10,0,1,9,5,0,0,27.75,10,0.51,40.42,90,59.58,99.49,33.33,GLASS,Cephalosporins
2018,Ethiopia,ETH,E. coli,BLOOD,SXT,Co-trimoxazole,15,14,1,0,13,1,7.14,0.37,31.47,0,0,21.53,92.86,68.53,99.63,6.67,GLASS,Sulfonamides
2018,Ethiopia,ETH,E. coli,URINE,AMP,Ampicillin,291,171,12,1,158,120,7.02,4.06,11.86,0.58,0.03,3.24,92.4,87.43,95.5,41.24,GLASS,Penicillins
2018,Ethiopia,ETH,E. coli,URINE,CAZ,Ceftazidime,291,129,50,3,76,162,38.76,30.79,47.38,2.33,0.79,6.61,58.91,50.29,67.03,55.67,GLASS,Cephalosporins
2018,Ethiopia,ETH,E. coli,URINE,CIP,Ciprofloxacin,291,258,71,13,174,33,27.52,22.43,33.27,5.04,2.97,8.43,67.44,61.5,72.87,11.34,GLASS,Fluoroquinolones
2018,Ethiopia,ETH,E. coli,URINE,CRO,Ceftriaxone,291,175,57,3,115,116,32.57,26.07,39.82,1.71,0.58,4.92,65.71,58.41,72.34,39.86,GLASS,Cephalosporins
2018,Ethiopia,ETH,E. coli,URINE,CTX,Cefotaxime,291,80,31,5,44,211,38.75,28.82,49.71,6.25,2.7,13.81,55,44.12,65.42,72.51,GLASS,Cephalosporins
2018,Ethiopia,ETH,E. coli,URINE,FEP,Cefepime,291,157,50,14,93,134,31.85,25.07,39.49,8.92,5.39,14.41,59.24,51.42,66.61,46.05,GLASS,Cephalosporins
2018,Ethiopia,ETH,E. coli,URINE,IPM,Imipenem,291,25,23,0,2,266,92,75.03,97.78,0,0,13.32,8,2.22,24.97,91.41,GLASS,Carbapenems
2018,Ethiopia,ETH,E. coli,URINE,MEM,Meropenem,291,170,161,3,6,121,94.71,90.25,97.19,1.76,0.6,5.06,3.53,1.63,7.49,41.58,GLASS,Carbapenems
2018,Ethiopia,ETH,E. coli,URINE,SXT,Co-trimoxazole,291,250,54,3,193,41,21.6,16.95,27.11,1.2,0.41,3.47,77.2,71.61,81.97,14.09,GLASS,Sulfonamides
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,CAZ,Ceftazidime,74,14,1,0,13,60,7.14,0.37,31.47,0,0,21.53,92.86,68.53,99.63,81.08,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,CIP,Ciprofloxacin,74,63,40,7,16,11,63.49,51.15,74.28,11.11,5.49,21.2,25.4,16.28,37.34,14.86,GLASS,Fluoroquinolones
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,CRO,Ceftriaxone,74,46,2,0,44,28,4.35,1.2,14.53,0,0,7.71,95.65,85.47,98.8,37.84,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,CTX,Cefotaxime,74,11,0,0,11,63,0,0,25.88,0,0,25.88,100,74.12,100,85.14,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,FEP,Cefepime,74,26,2,0,24,48,7.69,2.14,24.14,0,0,12.87,92.31,75.86,97.86,64.86,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,IPM,Imipenem,74,10,9,0,1,64,90,59.58,99.49,0,0,27.75,10,0.51,40.42,86.49,GLASS,Carbapenems
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,MEM,Meropenem,74,35,22,2,11,39,62.86,46.34,76.83,5.71,1.58,18.61,31.43,18.55,47.98,52.7,GLASS,Carbapenems
2018,Ethiopia,ETH,K. pneumoniae,BLOOD,SXT,Co-trimoxazole,74,72,9,4,59,2,12.5,6.72,22.08,5.56,2.18,13.43,81.94,71.52,89.13,2.7,GLASS,Sulfonamides
2018,Ethiopia,ETH,K. pneumoniae,URINE,CAZ,Ceftazidime,97,52,7,1,44,45,13.46,6.68,25.27,1.92,0.1,10.12,84.62,72.48,91.99,46.39,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,URINE,CIP,Ciprofloxacin,97,91,27,10,54,6,29.67,21.26,39.72,10.99,6.08,19.06,59.34,49.07,68.86,6.19,GLASS,Fluoroquinolones
2018,Ethiopia,ETH,K. pneumoniae,URINE,CRO,Ceftriaxone,97,65,5,0,60,32,7.69,3.33,16.78,0,0,5.58,92.31,83.22,96.67,32.99,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,URINE,CTX,Cefotaxime,97,26,6,0,20,71,23.08,11.03,42.05,0,0,12.87,76.92,57.95,88.97,73.2,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,URINE,FEP,Cefepime,97,57,8,5,44,40,14.04,7.29,25.32,8.77,3.81,18.94,77.19,64.79,86.16,41.24,GLASS,Cephalosporins
2018,Ethiopia,ETH,K. pneumoniae,URINE,MEM,Meropenem,97,67,51,1,15,30,76.12,64.67,84.73,1.49,0.08,7.98,22.39,14.06,33.71,30.93,GLASS,Carbapenems
2018,Ethiopia,ETH,K. pneumoniae,URINE,SXT,Co-trimoxazole,97,79,10,2,67,18,12.66,7.02,21.76,2.53,0.7,8.77,84.81,75.3,91.09,18.56,GLASS,Sulfonamides
2018,Finland,FIN,Acinetobacter spp.,BLOOD,J01DH,Carbapenems,28,28,28,0,0,0,100,87.94,100,0,0,12.06,0,0,12.06,0,EARS,Carbapenems
2018,Finland,FIN,Acinetobacter spp.,BLOOD,J01GB,Aminoglycosides,28,27,25,0,2,1,92.59,76.63,97.94,0,0,12.46,7.41,2.06,23.37,3.57,EARS,Aminoglycosides
2018,Finland,FIN,E. coli,BLOOD,J01DD,Third-generation cephalosporins,5057,5020,4603,36,381,37,91.69,90.9,92.43,0.72,0.52,0.99,7.59,6.89,8.36,0.73,EARS,Third-generation cephalosporins
2018,Finland,FIN,E. coli,BLOOD,J01DH,Carbapenems,5057,5057,5055,1,1,0,99.96,99.86,99.99,0.02,0,0.11,0.02,0,0.11,0,EARS,Carbapenems
2018,Finland,FIN,E. coli,BLOOD,J01MA,Fluoroquinolones,5057,5043,4387,79,577,14,86.99,86.04,87.89,1.57,1.26,1.95,11.44,10.59,12.35,0.28,EARS,Fluoroquinolones
2018,Finland,FIN,E. coli,URINE,AMP,Ampicillin,143508,91,0,0,91,143417,0,0,4.05,0,0,4.05,100,95.95,100,99.94,GLASS,Penicillins
2018,Finland,FIN,E. coli,URINE,CAZ,Ceftazidime,143508,9403,6248,490,2665,134105,66.45,65.49,67.39,5.21,4.78,5.68,28.34,27.44,29.26,93.45,GLASS,Cephalosporins
2018,Finland,FIN,E. coli,URINE,CIP,Ciprofloxacin,143508,87605,78934,1300,7371,55903,90.1,89.9,90.3,1.48,1.41,1.57,8.41,8.23,8.6,38.95,GLASS,Fluoroquinolones
2018,Finland,FIN,E. coli,URINE,CRO,Ceftriaxone,143508,47715,42731,78,4906,95793,89.55,89.28,89.83,0.16,0.13,0.2,10.28,10.01,10.56,66.75,GLASS,Cephalosporins
2018,Finland,FIN,E. coli,URINE,CTX,Cefotaxime,143508,180,41,5,134,143328,22.78,17.26,29.44,2.78,1.19,6.34,74.44,67.61,80.26,99.87,GLASS,Cephalosporins
2018,Finland,FIN,E. coli,URINE,ETP,Ertapenem,143508,2746,2721,0,25,140762,99.09,98.66,99.38,0,0,0.14,0.91,0.62,1.34,98.09,GLASS,Carbapenems
2018,Finland,FIN,E. coli,URINE,IPM,Imipenem,143508,323,323,0,0,143185,100,98.82,100,0,0,1.18,0,0,1.18,99.77,GLASS,Carbapenems
2018,Finland,FIN,E. coli,URINE,LVX,Levofloxacin,143508,1641,710,120,811,141867,43.27,40.89,45.68,7.31,6.15,8.67,49.42,47.01,51.84,98.86,GLASS,Fluoroquinolones
2018,Finland,FIN,E. coli,URINE,MEM,Meropenem,143508,9144,9142,2,0,134364,99.98,99.92,99.99,0.02,0.01,0.08,0,0,0.04,93.63,GLASS,Carbapenems
2018,Finland,FIN,E. coli,URINE,SXT,Co-trimoxazole,143508,12244,8815,44,3385,131264,71.99,71.19,72.78,0.36,0.27,0.48,27.65,26.86,28.45,91.47,GLASS,Sulfonamides
2018,Finland,FIN,K. pneumoniae,BLOOD,J01DD,Third-generation cephalosporins,810,805,758,11,36,5,94.16,92.32,95.58,1.37,0.76,2.43,4.47,3.25,6.13,0.62,EARS,Third-generation cephalosporins
2018,Finland,FIN,K. pneumoniae,BLOOD,J01DH,Carbapenems,810,810,804,1,5,0,99.26,98.39,99.66,0.12,0.01,0.7,0.62,0.26,1.44,0,EARS,Carbapenems
2018,Finland,FIN,K. pneumoniae,BLOOD,J01MA,Fluoroquinolones,810,808,720,37,51,2,89.11,86.77,91.07,4.58,3.34,6.25,6.31,4.83,8.2,0.25,EARS,Fluoroquinolones
2018,Finland,FIN,K. pneumoniae,URINE,CAZ,Ceftazidime,16080,2313,1886,38,389,13767,81.54,79.91,83.07,1.64,1.2,2.25,16.82,15.35,18.4,85.62,GLASS,Cephalosporins
2018,Finland,FIN,K. pneumoniae,URINE,CIP,Ciprofloxacin,16080,11122,10102,474,546,4958,90.83,90.28,91.35,4.26,3.9,4.65,4.91,4.52,5.33,30.83,GLASS,Fluoroquinolones
2018,Finland,FIN,K. pneumoniae,URINE,CRO,Ceftriaxone,16080,5313,4792,13,508,10767,90.19,89.36,90.96,0.24,0.14,0.42,9.56,8.8,10.38,66.96,GLASS,Cephalosporins
2018,Finland,FIN,K. pneumoniae,URINE,CTX,Cefotaxime,16080,24,8,0,16,16056,33.33,17.97,53.29,0,0,13.8,66.67,46.71,82.03,99.85,GLASS,Cephalosporins
2018,Finland,FIN,K. pneumoniae,URINE,ETP,Ertapenem,16080,662,630,0,32,15418,95.17,93.26,96.56,0,0,0.58,4.83,3.44,6.74,95.88,GLASS,Carbapenems
2018,Finland,FIN,K. pneumoniae,URINE,IPM,Imipenem,16080,47,46,1,0,16033,97.87,88.89,99.89,2.13,0.11,11.11,0,0,7.56,99.71,GLASS,Carbapenems
2018,Finland,FIN,K. pneumoniae,URINE,LVX,Levofloxacin,16080,747,552,80,115,15333,73.9,70.63,76.92,10.71,8.69,13.13,15.39,12.98,18.16,95.35,GLASS,Fluoroquinolones
2018,Finland,FIN,K. pneumoniae,URINE,MEM,Meropenem,16080,2062,2049,9,4,14018,99.37,98.92,99.63,0.44,0.23,0.83,0.19,0.08,0.5,87.18,GLASS,Carbapenems
2018,Finland,FIN,K. pneumoniae,URINE,SXT,Co-trimoxazole,16080,2576,1898,22,656,13504,73.68,71.95,75.34,0.85,0.56,1.29,25.47,23.82,27.18,83.98,GLASS,Sulfonamides
2018,Finland,FIN,N. gonorrhoeae,GENITAL,CRO,Ceftriaxone,125,124,124,0,0,1,100,97,100,0,0,3,0,0,3,0.8,GLASS,Cephalosporins
2018,Finland,FIN,S. aureus,BLOOD,J01DC,Penicilinase-stable beta-lactams,2105,2105,2063,0,42,0,98,97.31,98.52,0,0,0.18,2,1.48,2.69,0,EARS,Penicillins
2018,Finland,FIN,S. pneumoniae,BLOOD,J01C,Penicillins,600,600,531,66,3,0,88.5,85.7,90.81,11,8.74,13.76,0.5,0.17,1.46,0,EARS,Penicillins
2018,Finland,FIN,Salmonella spp.,STOOL,CAZ,Ceftazidime,873,76,71,0,5,797,93.42,85.51,97.16,0,0,4.81,6.58,2.84,14.49,91.29,GLASS,Cephalosporins
2018,Finland,FIN,Salmonella spp.,STOOL,CIP,Ciprofloxacin,873,388,358,3,27,485,92.27,89.18,94.53,0.77,0.26,2.25,6.96,4.83,9.94,55.56,GLASS,Fluoroquinolones
2018,Finland,FIN,Salmonella spp.,STOOL,CRO,Ceftriaxone,873,492,481,2,9,381,97.76,96.04,98.75,0.41,0.11,1.47,1.83,0.97,3.44,43.64,GLASS,Cephalosporins
2018,Finland,FIN,Salmonella spp.,STOOL,MEM,Meropenem,873,162,162,0,0,711,100,97.68,100,0,0,2.32,0,0,2.32,81.44,GLASS,Carbapenems
2018,France,FRA,Acinetobacter spp.,BLOOD,J01DH,Carbapenems,494,490,457,1,32,4,93.27,90.69,95.16,0.2,0.01,1.15,6.53,4.66,9.07,0.81,EARS,Carbapenems
2018,France,FRA,Acinetobacter spp.,BLOOD,J01GB,Aminoglycosides,494,482,438,1,43,12,90.87,87.97,93.13,0.21,0.01,1.17,8.92,6.69,11.8,2.43,EARS,Aminoglycosides
2018,France,FRA,E. coli,BLOOD,J01DD,Third-generation cephalosporins,12614,12614,11324,80,1210,0,89.77,89.23,90.29,0.63,0.51,0.79,9.59,9.09,10.12,0,EARS,Third-generation cephalosporins
2018,France,FRA,E. coli,BLOOD,J01DH,Carbapenems,12614,12399,12391,2,6,215,99.94,99.87,99.97,0.02,0,0.06,0.05,0.02,0.11,1.7,EARS,Carbapenems
2018,France,FRA,E. coli,BLOOD,J01MA,Fluoroquinolones,12614,12443,10186,226,2031,171,81.86,81.17,82.53,1.82,1.6,2.07,16.32,15.68,16.98,1.36,EARS,Fluoroquinolones
2018,France,FRA,K. pneumoniae,BLOOD,J01DD,Third-generation cephalosporins,3033,3033,2059,41,933,0,67.89,66.2,69.52,1.35,1,1.83,30.76,29.14,32.43,0,EARS,Third-generation cephalosporins
2018,France,FRA,K. pneumoniae,BLOOD,J01DH,Carbapenems,3033,2998,2970,13,15,35,99.07,98.65,99.35,0.43,0.25,0.74,0.5,0.3,0.82,1.15,EARS,Carbapenems
2018,France,FRA,K. pneumoniae,BLOOD,J01MA,Fluoroquinolones,3033,2997,2034,51,912,36,67.87,66.17,69.52,1.7,1.3,2.23,30.43,28.81,32.1,1.19,EARS,Fluoroquinolones
2018,France,FRA,N. gonorrhoeae,GENITAL,AZM,Azithromycin,65,65,62,0,3,0,95.38,87.29,98.42,0,0,5.58,4.62,1.58,12.71,0,GLASS,Macrolides
2018,France,FRA,N. gonorrhoeae,GENITAL,CFM,Cefixime,65,65,65,0,0,0,100,94.42,100,0,0,5.58,0,0,5.58,0,GLASS,Cephalosporins
2018,France,FRA,N. gonorrhoeae,GENITAL,CIP,Ciprofloxacin,65,65,27,1,37,0,41.54,30.36,53.66,1.54,0.08,8.21,56.92,44.83,68.24,0,GLASS,Fluoroquinolones
2018,France,FRA,N. gonorrhoeae,GENITAL,CRO,Ceftriaxone,65,65,65,0,0,0,100,94.42,100,0,0,5.58,0,0,5.58,0,GLASS,Cephalosporins
2018,France,FRA,S. aureus,BLOOD,J01DC,Penicilinase-stable beta-lactams,6903,6903,6067,0,836,0,87.89,87.1,88.64,0,0,0.06,12.11,11.36,12.9,0,EARS,Penicillins
2018,France,FRA,S. pneumoniae,BLOOD,J01C,Penicillins,1045,1045,741,279,25,0,70.91,68.08,73.58,26.7,24.11,29.46,2.39,1.63,3.51,0,EARS,Penicillins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,Acinetobacter spp.,BLOOD,J01DH,Carbapenems,729,713,696,4,13,16,97.62,96.21,98.51,0.56,0.22,1.43,1.82,1.07,3.09,2.19,EARS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,Acinetobacter spp.,BLOOD,J01GB,Aminoglycosides,729,725,688,0,37,4,94.9,93.04,96.28,0,0,0.53,5.1,3.72,6.96,0.55,EARS,Aminoglycosides
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,BLOOD,J01DD,Third-generation cephalosporins,31345,28676,25292,239,3145,2669,88.2,87.82,88.57,0.83,0.73,0.95,10.97,10.61,11.33,8.51,EARS,Third-generation cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,BLOOD,J01DH,Carbapenems,31345,31228,31203,12,13,117,99.92,99.88,99.95,0.04,0.02,0.07,0.04,0.02,0.07,0.37,EARS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,BLOOD,J01MA,Fluoroquinolones,31345,31339,25420,368,5551,6,81.11,80.68,81.54,1.17,1.06,1.3,17.71,17.29,18.14,0.02,EARS,Fluoroquinolones
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,AMP,Ampicillin,816879,751551,370515,64,380972,65328,49.3,49.19,49.41,0.01,0.01,0.01,50.69,50.58,50.8,8,GLASS,Penicillins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,CAZ,Ceftazidime,816879,211356,177975,3676,29705,605523,84.21,84.05,84.36,1.74,1.68,1.8,14.05,13.91,14.2,74.13,GLASS,Cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,CIP,Ciprofloxacin,816879,816875,723630,4073,89172,4,88.59,88.52,88.65,0.5,0.48,0.51,10.92,10.85,10.98,0,GLASS,Fluoroquinolones
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,COL,Colistin,816879,12412,12122,6,284,804467,97.66,97.38,97.91,0.05,0.02,0.11,2.29,2.04,2.57,98.48,GLASS,Polymyxins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,CRO,Ceftriaxone,816879,65248,57988,230,7030,751631,88.87,88.63,89.11,0.35,0.31,0.4,10.77,10.54,11.01,92.01,GLASS,Cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,CTX,Cefotaxime,816879,157062,129532,927,26603,659817,82.47,82.28,82.66,0.59,0.55,0.63,16.94,16.75,17.12,80.77,GLASS,Cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,ETP,Ertapenem,816879,351561,350912,194,455,465318,99.82,99.8,99.83,0.06,0.05,0.06,0.13,0.12,0.14,56.96,GLASS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,FEP,Cefepime,816879,109425,95279,3028,11118,707454,87.07,86.87,87.27,2.77,2.67,2.87,10.16,9.98,10.34,86.6,GLASS,Cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,IPM,Imipenem,816879,35006,34930,52,24,781873,99.78,99.73,99.83,0.15,0.11,0.19,0.07,0.05,0.1,95.71,GLASS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,LVX,Levofloxacin,816879,47049,41716,192,5141,769830,88.67,88.38,88.95,0.41,0.35,0.47,10.93,10.65,11.21,94.24,GLASS,Fluoroquinolones
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,MEM,Meropenem,816879,296601,296366,110,125,520278,99.92,99.91,99.93,0.04,0.03,0.04,0.04,0.04,0.05,63.69,GLASS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,E. coli,URINE,SXT,Co-trimoxazole,816879,70313,45772,213,24328,746566,65.1,64.74,65.45,0.3,0.26,0.35,34.6,34.25,34.95,91.39,GLASS,Sulfonamides
2018,United Kingdom of Great Britain and Northern Ireland,GBR,K. pneumoniae,BLOOD,J01DD,Third-generation cephalosporins,5616,5181,4460,48,673,435,86.08,85.11,87,0.93,0.7,1.23,12.99,12.1,13.93,7.75,EARS,Third-generation cephalosporins
2018,United Kingdom of Great Britain and Northern Ireland,GBR,K. pneumoniae,BLOOD,J01DH,Carbapenems,5617,5592,5545,8,39,25,99.16,98.88,99.37,0.14,0.07,0.28,0.7,0.51,0.95,0.45,EARS,Carbapenems
2018,United Kingdom of Great Britain and Northern Ireland,GBR,K. pneumoniae,BLOOD,J01MA,Fluoroquinolones,5617,5600,4752,115,733,17,84.86,83.89,85.77,2.05,1.71,2.46,13.09,12.23,14,0.3,EARS,Fluoroquinolones
